"","Player","Team","Age","Overall"
"583","Cameron Humphreys-Grant","Manchester City",19,62
"584","Eric García Martret","Manchester City",17,62
"585","Japhet Tanganga","Tottenham Hotspur",19,62
"586","Moses Makasi","West Ham United",22,62
"587","Michael Obafemi","Southampton",17,62
"588","Anthony Georgiou","Tottenham Hotspur",21,62
"589","Nathan Holland","West Ham United",20,62
"590","Aaron Ramsdale","Bournemouth",20,62
"591","Rhys Healey","Cardiff City",23,62
"592","Dwight McNeil","Burnley",18,62
"593","Dan Agyei","Burnley",21,62
"594","Jon Gorenc Stanković","Huddersfield Town",22,62
"595","Joseph Willock","Arsenal",18,61
"596","Mateusz Hewelt","Everton",21,61
"597","Nathaniel Phillips","Liverpool",21,61
"598","Curtis Jones","Liverpool",17,61
"599","Rafael Euclides Soares Camacho","Liverpool",18,61
"600","Luke Bolton","Manchester City",18,61
"601","Jake Flannigan","Southampton",22,61
"602","Christoph Klarer","Southampton",18,61
"603","Oliver Skipp","Tottenham Hotspur",17,61
"604","Callum Roberts","Newcastle United",21,61
"605","Yan Valery","Southampton",19,61
"606","Leo Østigård","Brighton & Hove Albion",18,61
"607","Mihai Dobre","Bournemouth",19,61
"608","Matt Butcher","Bournemouth",21,61
"609","Ben White","Brighton & Hove Albion",20,61
"610","Jack Simpson","Bournemouth",21,61
"611","Emile Smith Rowe","Arsenal",17,60
"612","Daniel Barlaser","Newcastle United",21,60
"613","Jamie Sterry","Newcastle United",22,60
"614","Luke Charman","Newcastle United",20,60
"615","Darnell Johnson","Leicester City",19,60
"616","Viktor Gyökeres","Brighton & Hove Albion",20,60
"617","Nathan Trott","West Ham United",19,59
"618","Aron Davies","Fulham",20,59
"619","Ben Wilmot","Watford",18,59
"620","Jayson Molumby","Brighton & Hove Albion",18,59
"621","Nya Kirby","Crystal Palace",18,59
"622","Matty Daly","Huddersfield Town",17,59
"623","Kyle Taylor","Bournemouth",18,59
"624","Corey Jordan","Bournemouth",19,59
"625","Nnamdi Ofoborh","Bournemouth",18,59
"626","Dan Kemp","West Ham United",19,58
"627","Ryan Giles","Wolverhampton Wanderers",18,58
"628","Jón Dagur Þorsteinsson","Fulham",19,58
"629","Matt Worthington","Bournemouth",20,58
"630","Tyler Cordner","Bournemouth",19,58
"631","Domingos Quina","Watford",18,58
"632","Scott High","Huddersfield Town",17,58
"633","Micah Obiero","Huddersfield Town",17,58
"634","Ibrahim Meite","Cardiff City",21,58
"635","Josh Pask","West Ham United",20,57
"636","Steven Sessegnon","Fulham",18,57
"637","Jake Barrett","Huddersfield Town",18,57
"638","Harry Spratt","Huddersfield Town",18,57
"639","Jack McKay","Cardiff City",21,57
"640","Oliver Younger","Burnley",18,57
"641","Kian Flanagan","Crystal Palace",18,57
"642","Francis Baptiste","Crystal Palace",18,57
"643","Keelan O'Connell","Bournemouth",18,57
"644","Jordi Osei-Tutu","Arsenal",19,56
"645","Vashon Neufville","West Ham United",18,56
"646","Ntumba Massanka","Burnley",21,56
"647","Oliver O'Dwyer","Crystal Palace",20,56
"648","Timmy Abraham","Fulham",17,56
"649","Ryan Schofield","Huddersfield Town",18,56
"650","Ali Koiki","Burnley",18,56
"651","Tinashe Chakwana","Burnley",19,56
"652","Luca Ashby-Hammond","Fulham",17,55
"653","Matt O'Riley","Fulham",17,55
"654","Tyrick Mitchell","Crystal Palace",18,55
"655","Levi Lumeka","Crystal Palace",19,55
"656","Rarmani Edmonds-Green","Huddersfield Town",19,55
"657","Daniel Grimshaw","Manchester City",20,54
"658","Jamie Veale","Cardiff City",21,54
"659","Lewis O'Brien","Huddersfield Town",19,54
"660","Cameron Coxe","Cardiff City",19,53
